feature,importance,rank,importance_pct,cumulative_pct
397_6,19.077417373657227,1,3.9048632634078775,3.9048632634078775
158_9,16.946025848388672,2,3.4685991557487106,7.3734624191565885
397_20,16.308189392089844,3,3.3380435308713747,10.711505950027963
167_5,15.26816177368164,4,3.1251653639524304,13.836671313980393
158_6,12.94725227355957,5,2.650109748865071,16.486781062845463
397_15,12.548513412475586,6,2.568493841436745,19.055274904282207
397_0,11.646466255187988,7,2.383858220306095,21.439133124588302
459_0,10.031339645385742,8,2.0532658533813133,23.492398977969614
167_3,9.114974021911621,9,1.8656994554319253,25.35809843340154
272_0,8.722755432128906,10,1.7854181504486315,27.14351658385017
272_9,8.592702865600586,11,1.7587983266327731,28.902314910482946
397_1,8.358177185058594,12,1.710794412039034,30.61310932252198
397_3,7.960399150848389,13,1.629375171564543,32.24248449408652
167_1,7.661343574523926,14,1.5681629481889008,33.81064744227542
272_2,7.574127197265625,15,1.5503110544627756,35.36095849673819
397_17,7.067107200622559,16,1.446531610949707,36.8074901076879
291_10,6.921350479125977,17,1.4166973804551384,38.22418748814304
459_18,6.730637073516846,18,1.3776611861518768,39.601848674294914
837_0,6.721540451049805,19,1.3757992429864625,40.977647917281374
459_1,6.263484477996826,20,1.2820420060017041,42.25968992328308
158_1,6.152095317840576,21,1.259242303562075,43.51893222684515
291_0,5.999320030212402,22,1.2279714770905847,44.746903703935736
459_16,5.889505386352539,23,1.2054940546914334,45.95239775862717
459_6,5.824014186859131,24,1.1920889813542295,47.1444867399814
397_28,5.748857498168945,25,1.1767055263027648,48.321192266284164
397_31,5.744635581970215,26,1.1758413629234818,49.49703362920765
291_5,5.71640157699585,27,1.170062282524711,50.66709591173236
459_10,5.6629319190979,28,1.1591178397448934,51.826213751477255
158_3,5.550770282745361,29,1.136160022930469,52.96237377440772
397_19,5.48320198059082,30,1.1223297976077038,54.08470357201543
291_3,5.471526145935059,31,1.1199399281131115,55.20464350012854
291_6,5.396353244781494,32,1.1045531546118057,56.30919665474035
459_7,5.3319525718688965,33,1.0913712958271675,57.40056795056751
291_7,5.2335052490234375,34,1.0712205947741562,58.47178854534167
459_2,5.156531810760498,35,1.0554652781375247,59.52725382347919
397_34,5.049483776092529,36,1.0335541394436591,60.56080796292285
397_9,5.033918380737305,37,1.0303681347915323,61.59117609771438
459_4,4.931607723236084,38,1.0094266666616125,62.60060276437599
397_22,4.782461643218994,39,0.9788986849472627,63.57950144932325
167_6,4.773478984832764,40,0.977060068532204,64.55656151785546
397_11,4.73808479309082,41,0.9698154045211324,65.52637692237658
397_10,4.723067760467529,42,0.966741641554817,66.4931185639314
291_4,4.670442581176758,43,0.9559700509711493,67.44908861490255
291_2,4.594565391540527,44,0.9404391201046747,68.38952773500722
397_26,4.567036151885986,45,0.9348042946725381,69.32433202967975
397_18,4.4055681228637695,46,0.9017541934772704,70.22608622315703
100_0,4.2751545906066895,47,0.8750604853517083,71.10114670850874
272_5,4.2592573165893555,48,0.8718065500792991,71.97295325858803
291_1,4.1237688064575195,49,0.8440740695519181,72.81702732813996
272_1,4.078329086303711,50,0.834773235458245,73.6518005635982
397_5,4.028594970703125,51,0.8245934025624688,74.47639396616067
397_13,3.9775760173797607,52,0.8141505825167628,75.29054454867743
397_2,3.9527909755706787,53,0.8090774535210135,76.09962200219844
397_30,3.949361801147461,54,0.8083755525788278,76.90799755477727
397_21,3.943922996520996,55,0.807262310258509,77.71525986503578
167_2,3.9139719009399414,56,0.8011317669809493,78.51639163201672
459_19,3.7769134044647217,57,0.7730779336270164,79.28946956564374
459_12,3.7700552940368652,58,0.7716741805433779,80.06114374618711
291_8,3.7312192916870117,59,0.7637250291512734,80.82486877533839
397_12,3.550363540649414,60,0.7267065499530395,81.55157532529142
