feature,importance,rank,importance_pct,cumulative_pct
309_0,3.476369857788086,61,0.7115611448769612,82.26313647016839
158_0,3.409203290939331,62,0.6978131487892364,82.96094961895763
666_0,3.3714120388031006,63,0.6900778422089694,83.65102746116659
158_4,3.3354456424713135,64,0.6827160564387899,84.33374351760538
397_4,3.310565233230591,65,0.6776234071498559,85.01136692475524
459_11,3.1993939876556396,66,0.6548683085801537,85.66623523333539
272_4,3.0453944206237793,67,0.623346890344906,86.28958212368029
158_8,2.9560959339141846,68,0.6050688198178277,86.89465094349812
459_8,2.9285519123077393,69,0.5994309687402475,87.49408191223837
158_7,2.913036346435547,70,0.5962551634413097,88.09033707567968
167_9,2.879934310913086,71,0.5894796696769302,88.67981674535662
397_7,2.6577296257019043,72,0.5439976793611772,89.2238144247178
171_0,2.6016831398010254,73,0.5325257982595114,89.75634022297731
459_13,2.556699752807617,74,0.5233183687687267,90.27965859174604
427_0,2.451261520385742,75,0.5017367326238175,90.78139532436985
167_8,2.4174821376800537,76,0.4948225959770942,91.27621792034695
272_3,2.410679578781128,77,0.4934302134642357,91.76964813381119
167_7,2.335228443145752,78,0.47798648950756345,92.24763462331875
397_33,2.2867422103881836,79,0.46806207964810786,92.71569670296685
370_0,2.1666359901428223,80,0.44347812480993903,93.1591748277768
459_15,2.121555805206299,81,0.434250882221572,93.59342570999837
397_27,2.033607244491577,82,0.41624912144452203,94.0096748314429
397_32,2.032180070877075,83,0.4159570002570143,94.4256318316999
397_24,2.0100185871124268,84,0.41142087452677367,94.83705270622667
397_35,2.0061428546905518,85,0.41062756981175097,95.24768027603842
459_14,1.9666651487350464,86,0.4025470712468806,95.65022734728531
397_8,1.844987392425537,87,0.3776414463773958,96.0278687936627
397_23,1.6573758125305176,88,0.3392401496099638,96.36710894327267
459_5,1.5731418132781982,89,0.3219987042524546,96.68910764752512
291_9,1.5381488800048828,90,0.3148361718749571,97.00394381940008
158_2,1.4434666633605957,91,0.2954561319968745,97.29939995139695
167_0,1.3607826232910156,92,0.2785319402043482,97.5779318916013
167_4,1.3520162105560303,93,0.2767375860540855,97.85466947765538
397_16,1.3153927326202393,94,0.2692413054638641,98.12391078311924
459_17,1.2788461446762085,95,0.2617607631100228,98.38567154622926
158_5,1.2152501344680786,96,0.24874360679912996,98.63441515302839
397_29,1.105160117149353,97,0.22620981955340816,98.86062497258179
272_7,1.0888869762420654,98,0.22287894992548507,99.08350392250728
459_9,1.0614933967590332,99,0.21727189211040357,99.30077581461768
272_6,0.9773843884468079,100,0.20005603053714943,99.50083184515483
459_3,0.767402172088623,101,0.15707579759648632,99.65790764275133
397_14,0.6269168257713318,102,0.12832053910751406,99.78622818185885
835_0,0.5497186779975891,103,0.11251922778006622,99.89874740963891
397_25,0.4946749210357666,104,0.10125259036105336,99.99999999999997
